description,deployed,phrase_count,doc_type,source,type,createdOn,enabled,matching,rollup,display_type,search_terms,effective_range,word_count,review,param_keys,banner_url,id,use_qec,confidence,groups,updatedOn,priority,param_values,field_name,_version_,sourceType,param_policies,name,surface_form,redirect_url,field_values
"",true,,rule,,boost_list,2019-04-11T13:53:03.480Z,true,keywords,Boost List,Boost List,"port number,port,transfer number,transfer line,transfer phone number,porting,port in,port status,transfer phone,transfer a line,port a number,port in number",,,approved,,,42f6cb1c-a538-4c27-a2d0-0bdb4c0e0898,false,,rules-global,2019-04-11T13:53:03.480Z,1,,id,1654098779943469056,,,boost-port,,,https://www.verizonwireless.com/support/local-number-portability-scenario-guide/
"",true,,rule,,boost_list,2019-04-11T13:53:31.170Z,true,keywords,Boost List,Boost List,"return,returns policy,returns,return phone,return device",,,approved,,,d77e6a57-5a80-422b-9524-3b41bac24e81,false,,rules-global,2019-04-19T22:09:08.180Z,1,,id,1654098779943469057,,,boost-return,,,"https://www.verizonwireless.com/support/return-policy/,https://www.verizon.com/support/consumer/equipmentreturn"
"",true,,rule,,boost_list,2019-04-11T13:54:24.610Z,true,keywords,Boost List,Boost List,"verizon select,verizon selects",,,approved,,,01f7bfea-1942-493d-b9a9-5ba741e5d2a3,false,,rules-global,2019-04-11T13:54:24.610Z,1,,id,1654098779943469059,,,boost-selects,,,https://www.verizonwireless.com/support/verizon-selects/
"",true,,rule,,boost_list,2019-04-11T13:54:53.210Z,true,keywords,Boost List,Boost List,"activate phone,activate,activate new iphone,activate new phone,activation,activate new device,activate device,phone activation,activate sim card,activate prepaid phone,activate a phone,activate prepaid,activate my phone,activate a new phone,activate iphone,prepaid activation,activating new iphone,set up new phone,activating new phone,how to activate,activate old phone,activate my new phone,how to activate new phone,acti,activating a new phone,new phone activation,smartsetup,smart setup,smart set up",,,approved,,,768b7757-37cd-4362-8f68-394a8ccf9364,false,,rules-global,2019-04-26T02:13:08.770Z,1,,id,1654098779943469060,,,boost-activate,,,"https://www.verizonwireless.com/vzw/secure/authdecision.jsp?amlogin=true&flow=dc,https://www.verizonwireless.com/support/smart-setup/,https://www.verizon.com/support/residential/tv/getting-started/activation"
"",true,,rule,,boost_list,2019-04-11T13:55:22.930Z,true,keywords,Boost List,Boost List,"rebate center,rebate,rebates,rebate status,rebate card balance,rebate form,track rebate",,,approved,,,b820a436-54fb-4c42-b7a0-9bc9acdaf943,false,,rules-global,2019-04-11T13:55:22.930Z,1,,id,1654098779944517632,,,boost-rebate,,,https://www.yourdigitalrebatecenter.com/
"",true,,rule,,redirect,2019-04-11T14:02:56.310Z,false,keywords,Redirect,Redirect,"basic phone,basic phones",,,approved,,,d8d8e2db-87ba-4894-bcc2-123c0c4103e9,,,rules-global,2019-09-19T14:22:24.530Z,1,,,1654098779944517633,,,redirect-basic,,https://www.verizonwireless.com/basic-phones/,
"",true,,rule,,redirect,2019-04-11T14:03:37.520Z,false,keywords,Redirect,Redirect,"certified preowned,cpo,preowned,pre-owned,pre owned,used phone,used phones,used smart phone,used smartphones,used smart phones,used smart phones",,,approved,,,dd75408f-d4d0-4be5-bdd3-8ef28846483e,,,rules-global,2019-09-19T14:19:07.030Z,1,,,1654098779944517634,,,redirect-cpo,,https://www.verizonwireless.com/smartphones/certified-pre-owned/,
"",true,,rule,,redirect,2019-04-11T14:04:04.260Z,true,keywords,Redirect,Redirect,"accessory,accessories",,,approved,,,563085cc-be8f-4cf9-81cb-4569e19b4d92,,,rules-global,2019-04-11T14:04:04.260Z,1,,,1654098779944517635,,,redirect-accessories,,https://www.verizonwireless.com/products,
"",true,,rule,,redirect,2019-04-11T14:04:29.380Z,false,keywords,Redirect,Redirect,"smartphone,smart phone,smartphones,smart phones,phone,phones,s5e,p30,caterpillar,xiaomi,salesmaker,doubledata,jv3,a80,rog,lockbox,10r,firstnet,nighthawk,j8,8s,ozee,goadvantage,gams,icracked,datahub,pocophone,sidekick,usvi,xp8,byo,airbuses,og,cellhelmet,eld,xd,liberar,x4,roblox,mbha10vwq,w60,gam,please enter search term",,,approved,,,418179d8-1211-469c-99d6-315b8d7358e4,,,rules-global,2019-09-19T14:27:00.220Z,1,,,1654098779944517636,,,redirect-smartphone,,https://www.verizonwireless.com/smartphones/,
"",true,,rule,,redirect,2019-04-11T14:05:10.470Z,false,keywords,Redirect,Redirect,"deals,deal,sale,on sale",,,approved,,,5973bf04-506b-4dcf-87bf-a4c5ecc041ab,,,rules-global,2019-11-20T16:29:02.950Z,1,,,1654098779944517637,,,redirect-deals,,https://www.verizonwireless.com/deals/,
"",true,,rule,,redirect,2019-04-11T14:05:38.970Z,false,keywords,Redirect,Redirect,"tablet,tablets,laptop ,laptops",,,approved,,,77e539c8-6025-4270-b7bf-64ef3e66e74e,,,rules-global,2019-09-19T14:22:20.420Z,1,,,1654098779945566208,,,redirect-tablet,,https://www.verizonwireless.com/tablets/,
"",true,,rule,,redirect,2019-04-11T14:06:26.540Z,false,keywords,Redirect,Redirect,"watch,watches,watchs,smartwatch,smartwatches,smartwatchs,smart watch,smart watches",,,approved,,,05040b31-6343-49a7-b0de-93f6245d90d9,,,rules-global,2019-09-19T14:22:18.640Z,1,,,1654098779945566209,,,redirect-watch,,https://www.verizonwireless.com/products/smart-watches/,
"",true,,rule,,redirect,2019-04-11T14:07:27.250Z,false,keywords,Redirect,Redirect,"case,cases",,,approved,,,23e43e68-0ecc-46c3-b16a-c506a3f23592,,,rules-global,2019-09-09T04:35:45.860Z,1,,,1654098779945566210,,,redirect-cases,,https://www.verizonwireless.com/products/cases/,
"",true,,rule,,redirect,2019-04-11T14:08:12.950Z,false,keywords,Redirect,Redirect,"screen protector,screen protectors",,,approved,,,abf54903-5985-4efa-bf10-e63f5964532c,,,rules-global,2019-09-19T14:23:06.220Z,1,,,1654098779945566211,,,redirect-screen-protector,,https://www.verizonwireless.com/products/screen-protectors/,
"",true,,rule,,redirect,2019-04-11T14:09:08.530Z,false,keywords,Redirect,Redirect,"fitness,fitness tracker,fitness trackers",,,approved,,,86120cb9-e14b-4d88-ad99-5653bd692e6a,,,rules-global,2019-09-19T14:22:32.220Z,1,,,1654098779945566212,,,redirect-fitness,,https://www.verizonwireless.com/products/fitness-trackers/,
"",true,,rule,,redirect,2019-04-11T14:09:38.920Z,false,keywords,Redirect,Redirect,"car charger,car chargers",,,approved,,,d0a13b3f-ee37-4a29-af38-2dd49d2fde8a,,,rules-global,2019-09-09T04:38:36.190Z,1,,,1654098779945566213,,,redirect-car-charger,,https://www.verizonwireless.com/products/car-chargers/,
"",true,,rule,,redirect,2019-04-11T14:10:11.910Z,false,keywords,Redirect,Redirect,"mount,mounts",,,approved,,,5d8e0cc0-e490-4dba-9ce6-89ff9df88196,,,rules-global,2019-09-09T04:41:12.940Z,1,,,1654098779945566214,,,redirect-mounts,,https://www.verizonwireless.com/products/mounts/,
"",true,,rule,,redirect,2019-04-11T14:10:40.980Z,false,keywords,Redirect,Redirect,"car speaker,car speakers",,,approved,,,02e66caf-f013-45d3-b1df-7b3b331eab64,,,rules-global,2019-09-19T14:23:44.120Z,1,,,1654098779945566215,,,redirect-car-speaker,,https://www.verizonwireless.com/products/car-speakers/,
"",true,,rule,,redirect,2019-04-11T17:15:12.920Z,false,keywords,Redirect,Redirect,"travel adapter,travel adapters",,,approved,,,c71cbb88-8510-46ac-9e7c-76fa85d42e1e,,,rules-global,2019-09-19T14:20:35.010Z,1,,,1654098779946614784,,,redirect-travel-adapter,,https://www.verizonwireless.com/products/travel-adapters/,
"",true,,rule,,redirect,2019-04-11T17:16:12.840Z,true,keywords,Redirect,Redirect,"smarthome,smart home",,,approved,,,c4bab765-d3eb-4395-a4d2-c53054145860,,,rules-global,2019-09-19T14:54:41.340Z,1,,,1654098779946614785,,,redirect-smart-home,,https://www.verizonwireless.com/smart-home/,
"",true,,rule,,redirect,2019-04-11T17:16:39.340Z,false,keywords,Redirect,Redirect,"headphones,headphone,head phones,head phone",,,approved,,,9a6b0db8-9e56-4e69-a640-264a1a5fc6df,,,rules-global,2019-09-09T04:56:04.760Z,1,,,1654098779946614786,,,redirect-headphones,,https://www.verizonwireless.com/products/headphones/,
"",true,,rule,,redirect,2019-04-11T17:17:05.210Z,false,keywords,Redirect,Redirect,"headset,headsets,head set,head sets",,,approved,,,fe00190f-b15b-4b81-9b04-5ac57942af30,,,rules-global,2019-09-09T04:53:53.680Z,1,,,1654098779946614787,,,redirect-headset,,https://www.verizonwireless.com/products/headsets/,
"",true,,rule,,redirect,2019-04-11T17:17:31.780Z,false,keywords,Redirect,Redirect,"speaker,speakers",,,approved,,,a78d9e1f-ceda-4ab9-b242-e81a22498ed5,,,rules-global,2019-09-19T14:23:47.400Z,1,,,1654098779946614788,,,redirect-speakers,,https://www.verizonwireless.com/products/speakers/,
"",true,,rule,,redirect,2019-04-11T17:17:57.670Z,false,keywords,Redirect,Redirect,"battery,batteries",,,approved,,,8ee12efa-354c-4874-95d0-92f2db7d1136,,,rules-global,2019-09-19T14:20:43.960Z,1,,,1654098779946614789,,,redirect-battery,,https://www.verizonwireless.com/products/batteries/,
"",true,,rule,,redirect,2019-04-11T17:18:28.900Z,false,keywords,Redirect,Redirect,"cable,cables,adapters,adapter",,,approved,,,19bff3c8-01ef-4590-b8c0-0585089ba712,,,rules-global,2019-09-19T14:20:45.320Z,1,,,1654098779946614790,,,redirect-cable,,https://www.verizonwireless.com/products/adapters-and-cables/,
"",true,,rule,,redirect,2019-04-11T17:18:49.750Z,false,keywords,Redirect,Redirect,"charger,chargers",,,approved,,,e642f86b-e9c9-44a2-b4d6-0dc19210f264,,,rules-global,2019-09-19T14:20:47.380Z,1,,,1654098779947663360,,,redirect-chargers,,https://www.verizonwireless.com/products/chargers/,
Troubleshooting Assistant 12-20 69135,true,,rule,,banner,2019-04-12T15:01:56.450Z,true,text,Banner,Banner,"calls dropping,dropped calls,receive calls,make calls,no connection,no service,no signal,phone not working,poor service,poor signal,help,technical support",[2019-05-02T23:59:00Z TO *],,approved,,"<a href=""https://www.verizonwireless.com/support/phones-and-devices/troubleshooting/?intcmp=INT-SEA-NON-CS-support-troubleshooting-122019-DE-SR-PP-T"" campaign code=""INT-SEA-NON-CS-support-troubleshooting-122019-DE-SR-PP-T"" search-banner=""Troubleshooting Assistant""><img src=""https://ss7.vzw.com/is/image/VerizonWireless/DOPMO47071-banner-D2?&scl=2"" alt=""Troubleshooting Assistant"" title=""Troubleshooting Assistant"" style=""width:100%""></a>",5614c295-f64b-439b-930a-d31378dd5f8f,,,rules-global,2019-12-19T14:04:05.390Z,1,,,1654098779947663361,,,Troubleshooting-Assistant-desktop,,,
"",true,,rule,,banner,2019-04-12T15:16:57.860Z,true,keywords,Banner,Banner,"mophie charge stream,charge stream powerstation,powerstation,jbl portable bluetooth speaker,portable speaker,bluetooth speaker,verizon charging hub,charging hub",[2019-04-12T00:01:00Z TO 2019-04-30T23:59:00Z],,approved,,"<a href=""https://www.verizonwireless.com/products/sale/"" campaign code="""" search-banner=""2019 April Accessories""><img src=""https://ss7.vzw.com/is/image/VerizonWireless/acc-gng-april-buzz-ssb-d-03272019?&scl=1"" alt=""Charge up on the go, or right from your speaker, with tech made to keep the party going."" title=""More power for your playlists"" style=""width:100%""></a>",6ee2362f-49fd-44e7-96ce-cf61a72cca55,,,rules-global,2019-04-26T19:25:59.150Z,1,,,1654098779948711936,,,2019-april-accessories-desktop,,,
"",true,,rule,,boost_list,2019-04-15T14:20:47.490Z,false,keywords,Boost List,Boost List,"switch device,change device,switch phones,switch devices,switch phone,switching phones,change devices,swap phones,switch,switch to verizon,switching to verizon,switch carriers,switch carrier",,,approved,,,e02c2144-5005-4b06-8e7d-48f32963c987,false,,rules-global,2019-06-03T14:59:18.460Z,1,,id,1654098779948711937,,,boost-switch-device,,,https://www.verizonwireless.com/support/add-new-device-faqs/#switch-devices
"",true,,rule,,boost_list,2019-04-15T14:47:09.720Z,true,keywords,Boost List,Boost List,"remove device from plan,disconnect a line,cancel a line,deactivate device,cancel line,delete a device,remove device,deactivate phone,remove a device,disconnect line,remove a line,remove device from account,delete a line,remove line,drop a line,disconnect device,how to cancel a line",,,approved,,,cb6f465a-44ad-4c4d-9159-0f1ab29172fe,false,,rules-global,2019-04-15T14:47:09.720Z,1,,id,1654098779949760512,,,boost-remove-line,,,https://community.verizonwireless.com/thread/921325/
Troubleshoot,true,,rule,,banner,2019-04-15T17:36:51.110Z,false,keywords,Banner,Banner,trouble,,,approved,,"<div class=""row border-bottom border-grey-5-active large-padding-left-zero medium-padding-left-tiny small-padding-left-tiny tiny-padding-left-micro""><div class=""customCol tiny-12 padding-top-small padding-bottom-tiny large-padding-left-zero medium-padding-left-tiny small-padding-left-tiny tiny-padding-left-tiny""><div class=""text-xlarge text-grey-2 bold"">   Which password do you want to change ? </div> </div><div class=""customCol tiny-12 large-padding-left-zero medium-padding-left-tiny small-padding-left-tiny tiny-padding-left-tiny""><ul class=""tiny-block-grid-3 small-block-grid-3 medium-block-grid-5 large-block-grid-5 margin-vert-zero"" style=""display:flex;""><li class=""padding-left-zero padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""/foryourhome/vzrepair/flowengine/UFDService.aspx?Keyword=FIX_SETUPWIFI"" role=""button"" tabindex=""0"">Wi-Fi</a></li><li class=""padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""https://signin.verizon.com/sso/mForgotFlows/mpassword/verifyIdentity.jsp?clientId=ghlogin"" role=""button"" tabindex=""0"">My Verizon</a></li>   <li class=""padding-bottom-micro""> <a class=""button cta-text normal-weight text-normal"" href=""/support/residential/internet/security/home-network"" role=""button"" tabindex=""0"">Router</a></li> </ul><a class=""text-black searchResultlist bold pointer"" href=""https://www.verizon.com/support/residential/internet/home-network/change-wifi-name-password"">          Change Wi-Fi name or password | Verizon Internet Support</a></div></div>",d6e571cc-7d44-4958-a0d0-3bf43ba7400c,,,rules-global,2019-12-04T17:24:24.810Z,1,,,1654098779949760513,,,Visible-desktop1,,,
"",true,,rule,,boost_list,2019-04-16T13:16:15.370Z,false,keywords,Boost List,Boost List,"fios,internet",,,approved,,,a49b7333-44f0-4f8c-959b-1eb1b99a2735,false,,rules-global,2019-05-13T18:08:50.700Z,1,,id,1654098779949760514,,,v-internet,,,https://www.verizon.com/home/fios-fastest-internet
"",true,,rule,,boost_list,2019-04-16T13:17:08.650Z,false,keywords,Boost List,Boost List,"channel lineup,channels,line up,lineup,channel,channels,guide,lineup,listing,listings",,,approved,,,8c8d8a0c-0c65-481e-b306-7250c189d2ec,false,,rules-global,2019-05-13T18:08:46.130Z,1,,id,1654098779949760515,,,v-lineup,,,https://www.verizon.com/info/channel-lineup
"",true,,rule,,boost_list,2019-04-16T13:17:46.920Z,false,text,Boost List,Boost List,"move,moving",,,approved,,,b630dd42-dd73-4695-a7e2-2ecc45262560,false,,rules-global,2019-05-13T18:08:41.870Z,1,,id,1654098779949760516,,,v-moving,,,https://www.verizon.com/home/shop/moving.htm
"",true,,rule,,boost_list,2019-04-16T13:18:44.580Z,false,text,Boost List,Boost List,"deal,deals,offers,bundles,sale,promo,promotion,promotions",,,approved,,,9adc78b2-5081-4f38-8fb0-781d5a5f896f,false,,rules-global,2019-05-13T18:09:55.110Z,1,,id,1654098779950809088,,,v-bundle,,,"https://www.verizonwireless.com/deals/,http://www.verizon.com/home/bundles/fios"
"",true,,rule,,boost_list,2019-04-19T14:52:11.500Z,true,keywords,Boost List,Boost List,"filter,spam",,,approved,,,4bfda932-c31b-4d67-aeab-1cf58f728d96,false,,rules-global,2019-04-22T13:05:33.490Z,1,,id,1654098779950809089,,,boost-call-filter-text,,,https://www.verizonwireless.com/solutions-and-services/call-filter/
"",true,,rule,,redirect,2019-04-22T17:32:39.830Z,false,keywords,Redirect,Redirect,"home phone,home phone connect",,,approved,,,3ae667cd-ce21-4504-b984-2ae3e13c272d,,,rules-global,2019-06-13T14:46:17.280Z,1,,,1654098779950809090,,,redirect-home-phone-connect,,https://www.verizonwireless.com/home-office-solutions/wireless-home-phone-t2000/?sku=sku2260556,
"",true,,rule,,banner,2019-04-23T15:28:41.430Z,true,text,Banner,Banner,s10,[2019-04-25T03:00:00Z TO 2019-05-15T23:59:00Z],,approved,,"<a href=""https://www.verizonwireless.com/smartphones/samsung-galaxy-s10-5g/?intcmp=INT-SEA-NON-CS-samsung-s10-5g-042519-DE-SR-PP-T"" campaign code=""INT-SEA-NON-CS-samsung-s10-5g-042519-DE-SR-PP-T"" search-banner=""Samsung Galaxy S10 5G Pre-order""><img src=""https://ss7.vzw.com/is/image/VerizonWireless/vzw-47270-s10-5g-gtm-4242019?&scl=2"" alt=""Get up to $650 toward a new Galaxy S10 5G. With select trade-in and Unlimited. Pre-order now."" title=""Get up to $650 toward a new Galaxy S10 5G. With select trade-in and Unlimited. Pre-order now."" style=""width:100%""></a>",28d65049-1c43-4a78-893d-c62aec15ccbf,,,rules-global,2019-05-15T21:08:04.230Z,1,,,1654098779950809091,,,Samsung Galaxy S10 5G Pre-order-desktop,,,
